의소코드	2단계 지시문 및 대화
step2-130-D1;자라나에게 소년이 누구인지 물어 보세요.
step2-130-1;[Who is] the girl?
step2-130-2;She is my best friend, Jihoon.
step2-130-D2;자라나에게 그녀는 수학 선생님이라고 말해 보세요.
step2-130-3;Who is the woman over there?
step2-130-4;She is [my math teacher].
step2-141-D1;자라나에게 Minsu의 성격을 물어보세요.
step2-141-1;[What is] Minsu [like]?
step2-141-2;He is creative and patient.
step2-141-D2;자라나가 말한 사람은 친절하다고 말해 주세요.
step2-141-3;What is Ms. Lee like?
step2-141-4;She is [kind].
step2-146-D1;자라나에게 태어난 해를 물어 보세요.
step2-146-1;When were you born?
step2-146-2;I was born in 2010.
step2-146-D2;자라나에게 태어난 해를 말해 주세요.
step2-146-3;When were you born?
step2-146-4;I was born in 2010.
step2-159-D1;자라나가 설명하고자 하는 대상의 용도가 무엇인지 물어 보세요.
step2-159-1;[What is it for]?
step2-159-2;It is for telling time.
step2-159-D2;설명하고자 하는 대상의 용도가 ‘사람들과 이야기를 나누는 것’임을 말해 보세요.
step2-159-3;What is it for?
step2-159-4;It is for talking with [people]
step2-171-D1;자라나에게 매일 늦잠을 잘 수 있었으면 좋겠다고 말해보세요.
step2-171-1;I wish I could [sleep in] every morning.
step2-171-2;Me, too. It will be so comfortable.
step2-171-D2;자라나의 소망에 공감해보세요.
step2-171-3;I wish I could eat steaks every day.
step2-171-4;Me, too. It will be so [good].
step2-176-D1;자라나에게 무엇을 잘 하는지 물어보세요.
step2-176-1;[What are you good at]?
step2-176-2;I am good at English.
step2-176-D2;자라나에게 수학을 잘 한다고 말해 보세요.
step2-176-3;What are you good at?
step2-176-4;I am good at [math].
step2-181-D1;건강이 안 좋아 보이는 자라나에게 무슨일이 있는지 물어보세요.
step2-181-1;[What’s wrong]?
step2-181-2;I have a toothache.
step2-181-D2;자라나에게 열이 난다고 말해 보세요.
step2-181-3;What’s wrong?
step2-181-4;I have [a fever].
step2-185-D1;자라나에게 도움이 필요한지 물어 보세요.
step2-185-1;[Can I help you]?
step2-185-2;Yes, I am looking for a baseball cap.
step2-185-D2;자라나에게 스카프를 찾고 있다고 말해 보세요.
step2-185-3;Can I help you?
step2-185-4;Yes, I [am looking for] a scarf.
188	"Direction:자라나에게 네가 나라면 어떻게 할지 물어 보세요.
S:What would you do if you were me?
AI:If I were you, I would be nicer to my family.
Direction:자라나에게 내가 너라면 가족에게 더 잘 대해줄 것 같다고 답해보세요.
AI:What would you do if you were me?
S:If I were you, I would be nicer to my family."
